-5.13,-0.99,10.00
-3.83,-0.97,10.48
-2.02,-1.49,10.69
0.43,-2.37,10.33
2.52,-3.07,9.71
4.17,-3.34,9.11
5.81,-3.39,9.18
7.92,-2.84,10.17
9.45,-1.77,10.59
10.08,-0.39,10.29
8.70,0.14,9.64
6.32,-0.16,9.32
4.70,-0.29,9.52
3.94,-0.28,9.86
3.78,-0.31,10.02
3.93,-0.14,10.22
4.27,0.11,10.47
4.24,0.15,10.40
3.73,-0.02,10.34
2.98,-0.27,10.28
2.15,-0.39,10.31

--------
3
--------
18.94,-0.19,7.87
28.12,1.66,10.19
26.07,-0.68,12.47
14.38,-6.58,13.81
1.21,-10.17,14.26
-6.73,-9.44,14.77
-8.93,-6.79,13.00
-7.69,-4.47,10.02
-7.64,-3.06,8.43
-9.32,-2.99,7.99
-10.50,-3.34,7.55
-10.19,-3.21,8.09
-8.91,-2.67,9.56
-8.24,-2.11,10.22
-7.59,-2.07,10.63
-6.40,-1.87,10.38
-5.14,-1.32,10.08
-3.78,-0.22,9.99
-3.34,0.39,10.23
-3.67,0.54,10.47
-4.29,-0.35,10.40
-4.04,-0.66,10.44
-2.57,-1.33,10.41
-0.55,-2.10,10.24
1.45,-2.63,10.07
2.99,-2.92,9.76
4.22,-3.05,9.53
5.47,-2.69,9.22
6.29,-2.25,8.82
6.42,-1.72,8.57
6.05,-1.18,8.73
5.80,-0.70,9.22
5.50,-0.22,9.58
5.15,0.13,9.73
4.51,-0.01,9.52
3.72,-0.17,9.41
3.41,-0.23,9.79
3.49,-0.11,10.21
3.73,0.00,10.35
3.79,-0.01,10.53

--------
4
--------
18.98,0.32,11.61
29.59,2.73,12.34
26.74,-1.47,11.22
14.47,-6.64,12.36
2.05,-9.39,13.68
-5.03,-8.52,13.41
-6.35,-6.16,11.71
-5.07,-4.17,9.50
-4.40,-2.71,7.75
-6.41,-2.75,7.60
-9.20,-2.67,7.80
-10.62,-2.26,7.78
-10.29,-1.77,8.54
-8.72,-1.18,9.47
-7.82,-0.68,9.24
-7.37,-0.52,8.60
-6.44,-0.42,8.63
-5.43,0.18,9.34
-4.72,0.82,9.89
-4.22,1.33,9.80
-4.24,1.15,9.29
-4.41,0.75,8.90
-3.97,0.01,8.86
-2.92,-0.90,8.95
-1.08,-2.19,9.86
1.54,-3.06,10.99
4.66,-3.31,11.64
7.16,-2.31,11.73
8.54,-1.25,11.27
8.61,0.05,9.68
7.41,0.37,8.78
5.09,-0.20,8.87
3.55,-0.42,9.30
3.34,-0.55,10.16
3.85,-0.11,10.75
4.50,0.30,10.92
4.62,0.37,10.58
4.20,0.26,10.24
3.75,0.13,9.97
3.23,-0.03,10.04

--------
5
--------
21.50,0.93,11.64
28.23,0.81,13.77
23.52,-2.06,13.41
16.41,-6.53,14.35
8.33,-8.95,14.18
0.30,-8.88,13.89
-5.63,-7.25,12.15
-10.42,-5.44,8.97
-13.56,-4.20,6.37
-14.67,-2.65,5.83
-13.26,-1.96,6.61
-10.69,-1.53,7.84
-9.01,-1.34,8.68
-8.16,-1.37,8.82
-6.80,-1.25,8.92
-5.78,-0.83,8.95
-5.06,-0.11,8.72
-4.54,0.71,8.70
-3.91,1.21,8.97
-3.00,1.42,9.50
-2.13,1.62,10.09
-1.59,1.57,10.62
-1.36,1.16,10.93
-1.21,0.45,10.81
-0.60,-0.17,10.56
0.38,-0.74,10.61
1.45,-1.24,10.43
2.45,-1.54,10.05
3.22,-1.50,9.83
3.85,-1.04,9.47
4.37,-0.38,8.89
4.34,0.01,8.51
3.61,-0.19,8.74
2.87,-0.14,9.19
2.64,0.11,9.29
2.75,0.07,9.13
3.22,0.06,9.64
3.94,0.29,10.50
4.45,0.30,10.88
4.50,0.28,10.88

--------
6
--------
20.89,-0.33,9.69
30.73,0.58,14.67
33.09,-1.71,16.57
23.31,-8.52,15.63
-1.30,-13.26,13.26
-11.41,-7.98,14.59
-14.12,-2.84,12.88
-12.51,-1.37,9.15
-9.54,-0.60,6.72
-6.88,-0.34,6.06
-5.45,-0.44,6.30
-6.18,-1.22,8.20
-7.28,-1.23,9.73
-7.69,-0.88,9.83
-7.46,-0.55,9.23
-6.03,0.09,8.36
-4.20,1.07,8.37
-2.87,1.76,8.49
-1.64,2.31,8.46
-0.64,2.82,8.98
-0.40,2.75,10.16
-0.35,2.45,11.04
0.16,2.14,11.32
0.58,1.87,11.23
0.84,1.45,10.54
0.61,1.17,9.82
0.50,0.68,9.69
0.75,0.05,9.71
1.16,-0.11,9.04
1.87,-0.04,8.58
3.01,0.43,8.35
4.11,0.83,8.55
4.51,1.21,9.26
4.11,1.12,9.79
3.34,0.94,10.04
2.96,0.90,10.07
2.69,1.01,10.23
2.56,0.99,10.36
2.49,0.85,10.50
2.75,0.96,10.98

--------
7
--------
20.39,0.73,10.13
21.07,1.89,12.94
16.24,-1.25,14.81
6.02,-4.93,13.31
-0.71,-4.82,11.56
-4.21,-3.63,11.16
-5.85,-1.98,10.19
-6.61,-1.30,8.68
-7.03,-0.71,7.19
-7.36,-0.39,6.90
-7.39,-0.46,7.42
-6.79,-0.50,7.83
-6.81,-0.38,7.86
-7.04,-0.32,8.05
-6.24,-0.36,8.29
-4.57,0.17,8.65
-3.29,0.67,8.87
-2.70,1.18,9.06
-2.70,1.43,9.33
-2.98,1.55,9.62
-3.11,1.42,9.89
-2.57,0.97,10.29
-1.25,0.39,10.85
0.40,0.55,10.97
2.37,-0.42,10.90
3.50,-0.50,10.35
4.09,-0.24,9.96
4.41,0.11,10.00
4.71,0.51,10.19
4.57,0.85,10.06
4.14,0.96,9.59
3.71,0.87,9.64
3.39,0.85,9.96
3.06,0.88,9.88
2.64,0.83,9.77
2.27,0.73,10.01
1.94,0.79,10.23
1.77,0.77,10.28
1.67,0.70,10.20
1.67,0.68,10.03

--------
8
--------
19.15,0.07,9.56
24.97,1.31,12.63
24.03,-1.07,14.90
14.72,-5.47,14.03
-0.11,-8.28,12.63
-4.31,-5.17,12.86
-6.84,-3.03,11.25
-9.46,-2.08,8.48
-10.65,-1.25,6.82
-9.88,-0.77,6.42
-8.71,-0.78,6.76
-7.47,-1.31,7.54
-6.66,-1.19,8.10
-6.28,-1.01,8.57
-5.42,-0.61,9.23
-4.15,0.07,9.90
-3.02,1.11,9.79
-2.46,1.72,9.35
-2.49,2.09,9.12
-2.85,2.15,9.12
-3.17,1.85,9.34
-2.53,1.62,9.83
-1.21,1.36,10.42
0.08,0.70,10.77
1.54,0.47,10.95
2.66,0.28,10.70
3.05,-0.28,10.42
3.06,-0.50,10.38
3.71,-0.04,10.29
3.84,0.06,9.73
3.29,0.17,9.34
3.02,0.64,8.79
3.09,1.11,8.66
3.04,1.20,9.03
3.21,0.95,9.96
3.60,0.91,10.46
4.03,1.15,10.41
4.11,1.26,9.81
3.63,1.23,9.42
3.22,1.16,9.63

--------
9
--------
21.99,0.65,9.90
26.33,1.25,11.62
24.21,-3.30,14.62
11.06,-7.48,12.31
-2.75,-9.50,12.54
-12.82,-6.44,11.57
-15.89,-3.29,9.08
-14.01,-1.32,7.22
-10.66,-1.02,6.66
-7.76,-1.30,6.64
-6.47,-1.64,7.07
-6.75,-2.02,8.02
-7.38,-1.92,9.38
-6.68,-1.21,10.62
-5.41,-0.53,10.51
-4.38,0.10,9.93
-3.74,0.63,9.69
-2.96,1.21,9.72
-1.94,1.67,10.31
-0.35,2.38,10.71
0.58,2.42,11.02
0.32,1.91,11.01
-0.11,1.32,10.61
-0.15,0.81,10.21
0.12,0.32,10.19
1.56,0.27,9.80
3.41,0.58,9.54
4.64,0.23,9.50
4.51,0.44,9.17
3.70,0.82,8.52
2.42,1.04,8.34
1.28,1.20,8.47
1.01,1.19,8.88
1.86,1.19,9.90
3.69,1.54,10.22
4.93,1.73,9.98
5.03,1.70,9.60
4.18,1.50,9.29
3.04,1.30,9.35
2.41,1.35,9.50

--------
10
--------
18.25,0.50,9.88
20.88,1.75,13.69
20.06,-1.07,16.61
8.58,-4.57,13.35
2.52,-6.23,11.68
-3.53,-5.20,11.34
-7.19,-3.07,11.37
-8.55,-2.04,9.78
-8.37,-1.64,8.35
-7.86,-1.41,7.79
-7.56,-1.57,7.60
-7.71,-1.48,8.07
-7.91,-1.43,8.81
-8.25,-1.23,9.29
-8.29,-0.86,8.87
-7.41,-0.33,7.87
-6.04,0.35,7.58
-4.72,0.82,7.98
-3.47,1.30,8.72
-2.52,1.63,9.33
-2.21,1.99,9.70
-2.60,2.01,9.75
-3.13,1.56,9.63
-3.02,1.01,9.49
-1.88,0.64,9.85
-0.28,0.34,10.16
1.87,-0.46,10.55
3.61,-0.49,10.00
4.53,0.11,9.11
4.60,0.21,8.73
4.22,0.30,8.63
3.75,0.39,8.38
3.41,0.38,8.99
3.58,0.62,9.58
4.17,0.92,10.13
4.44,0.97,10.48
4.35,1.18,10.41
3.84,1.09,10.07
3.11,0.99,9.81
2.60,1.00,9.84

--------
11
--------
21.21,0.26,9.65
28.79,1.13,12.83
26.14,-1.31,15.82
14.31,-7.13,14.16
-4.16,-9.39,9.56
-10.39,-5.59,10.87
-12.56,-2.73,10.32
-11.68,-1.19,8.12
-9.75,-0.75,6.83
-8.19,-1.23,6.67
-7.35,-1.70,7.58
-6.87,-1.85,8.25
-6.51,-1.68,8.43
-6.07,-1.22,8.77
-5.43,-0.64,9.78
-4.69,0.06,9.93
-4.08,0.69,9.63
-4.02,0.98,9.56
-3.85,0.99,10.08
-3.05,1.15,10.98
-1.83,1.68,11.41
-0.56,0.96,11.35
-0.09,0.60,10.75
0.34,0.10,10.10
1.12,-0.20,9.92
1.67,-0.58,9.92
2.42,-1.11,10.20
3.09,-0.89,10.12
3.55,-0.58,9.97
3.60,-0.42,9.49
3.10,0.21,8.66
2.69,0.31,8.25
2.27,-0.03,8.38
2.63,0.17,8.88
3.51,0.32,9.85
4.30,0.48,10.52
4.84,0.75,10.51
5.12,0.82,10.29
4.89,0.81,9.98
4.24,0.78,10.01

--------
12
--------
16.96,-0.42,9.62
21.01,0.46,10.69
18.95,-1.58,12.82
9.30,-4.17,13.06
0.07,-5.64,11.72
-5.76,-4.41,10.94
-7.68,-2.39,10.38
-8.18,-1.42,8.35
-8.02,-1.01,7.01
-7.98,-1.18,6.82
-7.34,-0.97,7.36
-6.95,-0.88,7.82
-7.04,-0.84,7.94
-6.32,-0.86,8.47
-4.60,-0.35,9.38
-3.18,0.23,9.66
-2.54,0.71,9.60
-2.62,0.97,9.62
-2.92,1.12,9.80
-3.01,1.10,10.14
-2.82,0.91,10.57
-2.04,0.64,11.14
-1.02,0.33,11.51
-0.12,-0.02,11.42
0.64,-0.33,11.03
1.37,-0.36,10.42
1.54,-0.55,9.57
1.94,-0.95,8.88
2.66,-1.19,9.18
3.49,-0.61,9.55
4.53,0.16,9.97
5.01,0.66,10.04
4.68,0.86,9.73
3.74,0.66,9.65
3.14,0.57,9.79
3.25,0.68,9.95
3.37,0.76,10.06
3.44,0.82,10.17
3.56,0.88,10.51
3.56,0.93,10.59

--------
13
--------
18.13,-0.05,8.35
19.95,-0.45,10.12
17.38,-2.78,11.79
10.47,-5.15,12.04
2.31,-5.52,12.14
-4.06,-3.89,12.38
-8.00,-1.84,10.88
-9.40,-1.12,8.72
-8.60,-0.74,8.36
-7.20,-0.92,8.55
-6.53,-1.25,8.51
-6.97,-1.47,9.18
-8.05,-1.33,9.84
-8.83,-1.07,9.62
-8.53,-1.13,9.57
-7.07,-0.68,9.22
-5.97,-0.34,8.78
-4.82,0.21,8.68
-3.65,0.55,9.14
-2.68,0.68,9.69
-2.03,0.57,10.07
-1.52,0.45,10.40
-0.96,0.29,10.50
0.19,-0.09,10.58
1.59,-0.54,10.65
2.73,-0.52,10.53
3.65,-0.61,10.05
4.67,-0.90,9.52
5.03,-0.40,8.82
4.83,-0.35,8.37
4.80,-0.03,8.54
4.89,0.45,9.26
4.89,0.73,9.60
4.87,0.91,9.63
4.70,1.03,9.33
4.27,0.97,9.21
3.94,0.99,9.42
3.84,1.03,9.70
3.70,1.05,9.98
3.59,1.01,10.63

--------
14
--------
17.56,-0.39,7.40
25.74,0.55,7.58
28.26,0.12,10.84
20.16,-4.91,14.98
1.79,-9.25,14.00
-4.62,-8.15,13.17
-9.57,-5.00,11.54
-12.09,-2.88,9.33
-11.61,-1.75,7.94
-9.88,-1.48,7.35
-8.33,-1.71,7.18
-7.20,-1.96,7.91
-6.39,-2.00,8.70
-5.71,-1.52,9.44
-5.42,-1.04,10.10
-4.93,-0.51,10.01
-4.36,0.05,9.16
-3.80,0.48,9.12
-3.37,0.78,9.55
-2.73,1.19,9.97
-2.18,1.41,10.69
-1.92,1.26,11.19
-1.69,0.85,10.81
-1.49,0.42,10.13
-1.32,-0.08,9.52
-0.83,-0.55,9.89
0.71,-0.47,10.44
2.72,-0.95,10.55
3.77,-1.22,9.96
4.32,-0.52,8.77
4.76,-0.22,8.41
4.89,0.22,8.74
4.55,0.65,9.32
3.86,0.60,9.53
3.33,0.60,9.57
3.03,0.63,9.71
2.76,0.71,9.80
2.49,0.63,9.84
2.46,0.55,9.92
2.55,0.58,10.14

--------
15
--------
20.55,0.65,10.06
25.48,1.19,11.86
21.86,-3.23,13.90
8.35,-7.60,11.89
-1.11,-9.04,11.84
-6.96,-5.23,11.55
-9.23,-2.02,10.26
-10.06,-0.76,8.19
-9.55,-0.58,6.99
-8.44,-0.93,6.95
-6.97,-1.07,7.21
-6.33,-1.16,7.48
-6.17,-1.29,8.54
-5.27,-1.11,9.88
-3.85,-0.66,10.43
-3.07,-0.01,10.08
-3.35,0.53,9.79
-3.76,1.02,9.67
-4.10,1.32,9.42
-4.47,1.32,9.27
-3.86,1.12,9.70
-2.17,0.85,10.75
0.14,0.72,11.33
1.84,0.84,11.38
2.34,0.73,10.97
1.98,0.43,10.12
1.38,-0.06,9.45
1.27,-0.35,9.53
1.90,-0.05,9.85
2.98,-0.02,10.00
3.68,0.15,9.74
4.10,0.72,9.25
4.23,1.12,8.83
3.80,0.99,9.03
3.30,0.86,9.51
3.17,1.12,10.00
3.08,1.21,10.19
2.93,1.29,10.16
2.70,1.28,9.96
2.58,1.15,9.83

--------
16
--------
20.10,0.68,7.81
27.17,1.64,9.01
28.20,-1.48,12.21
16.60,-8.17,14.07
3.02,-10.77,14.13
-5.23,-7.67,13.05
-10.50,-4.66,11.91
-13.00,-2.44,9.49
-12.82,-1.31,7.76
-11.16,-1.20,6.77
-8.91,-1.27,7.05
-6.85,-1.09,8.24
-5.92,-0.94,9.32
-5.59,-0.85,9.77
-4.88,-0.62,10.04
-3.73,-0.02,9.79
-2.98,0.42,9.31
-2.60,1.16,8.89
-2.26,1.70,8.78
-2.31,1.72,8.95
-1.98,1.54,9.73
-1.38,1.69,10.51
-0.54,1.44,10.99
0.35,1.37,11.07
0.73,1.13,10.55
0.70,0.94,9.81
0.87,0.65,9.54
1.51,0.57,9.84
2.73,0.61,9.91
3.50,1.17,9.40
3.41,1.46,9.00
2.73,1.42,9.03
2.04,1.47,8.99
1.52,1.49,8.89
0.97,1.46,8.73
0.58,1.23,8.83
0.54,0.95,9.68
1.66,0.97,10.06
2.46,0.93,10.14
2.77,0.72,9.99

--------
17
--------
17.26,1.67,8.09
20.26,1.58,11.29
19.08,-1.15,15.47
15.31,-4.85,16.12
3.18,-6.72,12.26
-2.51,-6.74,13.78
-6.68,-3.53,13.34
-8.85,-2.44,11.07
-9.68,-1.67,8.64
-9.45,-1.35,7.41
-8.51,-1.76,6.78
-7.32,-2.04,6.67
-6.41,-1.73,7.43
-6.45,-1.37,8.16
-7.02,-0.85,8.34
-7.20,-0.74,7.86
-6.35,-0.67,8.14
-4.57,-0.13,8.67
-2.54,0.67,8.75
-0.54,1.31,9.60
0.76,1.56,10.62
1.05,1.61,11.26
0.41,1.57,11.12
-0.74,1.34,10.78
-1.52,0.91,10.79
-0.98,0.20,11.17
1.44,0.37,11.70
4.06,0.00,11.57
5.96,-0.16,10.70
5.60,0.05,9.64
4.61,0.63,8.66
3.52,1.20,8.22
2.17,1.11,8.24
1.64,0.88,8.62
2.17,0.87,9.73
3.25,1.21,10.34
4.15,1.39,10.20
4.24,1.33,9.28
3.51,1.12,8.67
2.74,1.05,8.76

--------
18
--------
17.61,0.61,7.40
24.32,-0.47,8.31
25.10,-0.49,12.59
18.31,-4.03,16.01
4.51,-7.65,13.54
-3.51,-7.45,12.36
-8.23,-4.38,11.45
-11.09,-2.52,9.87
-11.83,-1.49,8.44
-10.71,-1.59,7.07
-9.13,-1.81,6.62
-7.69,-1.83,7.30
-6.60,-1.55,8.16
-6.04,-1.38,8.79
-5.65,-1.12,9.58
-4.98,-0.64,9.47
-4.42,-0.09,8.98
-4.34,0.32,8.83
-4.05,0.72,9.05
-3.54,0.99,9.34
-2.99,0.90,9.80
-2.14,0.86,10.21
-1.28,0.75,10.47
-1.00,0.71,10.33
-0.45,-0.00,10.27
1.30,-0.23,10.78
3.69,-0.40,11.19
4.72,-0.04,10.90
4.77,0.09,10.34
4.17,0.13,9.49
3.15,0.16,8.83
2.36,0.23,8.74
2.22,0.40,9.26
2.55,0.73,9.85
2.81,0.91,9.85
2.67,0.89,9.62
2.53,0.88,9.50
2.52,0.71,9.42
2.61,0.65,9.23
2.53,0.66,9.29

--------
19
--------
18.90,0.43,9.00
26.09,-0.27,9.91
25.97,-2.53,13.47
13.96,-7.57,13.31
0.23,-8.99,12.38
-8.00,-6.45,12.71
-11.41,-3.08,11.19
-11.59,-1.29,8.74
-10.66,-0.99,7.39
-8.66,-1.27,6.84
-6.96,-1.40,6.95
-6.25,-1.40,8.03
-6.45,-1.27,8.54
-6.39,-1.15,9.01
-5.21,-0.71,9.86
-3.81,-0.19,9.63
-3.05,0.38,9.19
-2.70,0.63,9.27
-2.12,0.94,9.72
-1.57,1.09,10.07
-1.38,1.17,10.32
-1.47,1.08,10.52
-1.56,0.88,10.81
-1.19,0.55,11.23
-0.11,0.45,11.23
1.20,0.30,10.66
2.24,0.08,10.03
3.18,-0.15,9.84
3.82,0.10,9.37
4.29,0.33,9.28
4.47,0.65,9.30
4.10,1.02,9.00
3.33,1.07,8.82
2.48,1.05,9.05
2.17,1.28,9.13
2.07,1.26,9.26
2.31,1.21,9.61
3.03,1.23,9.81
3.65,1.26,9.95
3.79,1.32,9.77

--------
20
--------
